,postal_code,price,number_of_bedroom,house_area,fully_equipped_kitchen,terrace,is_new,locality,district,province,province_int,region,region_int,district_int,ratio_free_build
24546,9000,319000,2,89,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24547,9000,319000,2,92,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24548,8000,329900,3,130,0,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24549,9000,334000,2,92,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24550,9850,330000,2,101,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24551,3150,331000,3,115,1,0,1,Haacht,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.5266791555075327
24552,9810,337000,3,105,0,1,1,Nazareth,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.4458674474024265
24553,9040,315000,2,80,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24554,3110,324000,3,92,0,1,0,Rotselaar,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.6162131905760293
24555,8800,325000,2,111,1,1,0,Roeselare,Roeselare,flandre-occidentale,0.0,flandre,0.0,41.0,-2.8847177805604707
24556,3110,340000,3,98,0,1,0,Rotselaar,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.6162131905760293
24557,9032,345000,2,92,0,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24558,9270,311200,2,97,0,0,0,Laarne,Dendermonde,flandre-orientale,1.0,flandre,0.0,35.0,-2.4019141381018763
24559,1420,316575,2,95,1,1,1,Braine-l'Alleud,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6454629655921007
24560,1420,316575,3,119,1,1,1,Braine-l'Alleud,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6454629655921007
24561,9300,336520,2,101,1,1,1,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
24562,1420,341700,3,126,1,1,1,Braine-l'Alleud,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6454629655921007
24563,9300,343295,2,100,1,1,1,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
24566,1030,315777,1,50,0,0,0,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24567,1030,315777,1,50,0,0,0,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24568,1500,344410,2,111,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24569,9000,317000,2,79,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24570,9000,320000,2,79,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24571,9000,322000,2,83,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24572,9000,326000,2,83,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24573,9000,330000,2,79,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24574,9000,334000,2,86,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24575,9000,343000,2,86,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24576,9000,348000,2,88,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24577,9000,348000,2,86,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24578,1840,335000,3,145,0,1,1,Londerzeel,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4497426203930988
24579,1500,333000,2,108,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24580,1500,334310,2,111,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24581,9000,349800,2,80,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24582,9000,346500,1,71,0,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24583,8000,303900,2,91,0,1,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24584,9000,305500,2,84,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24585,8000,309900,2,97,0,1,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24586,9890,310000,3,114,0,1,1,Gavere,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.4232870793686088
24587,9000,318900,2,87,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24588,9000,318900,2,87,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24589,9000,327500,3,111,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24590,9000,328500,2,87,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24591,9000,329500,2,87,0,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24592,8000,339900,2,94,0,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24593,9450,350000,3,165,0,0,0,Haaltert,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.625452333651838
24596,9810,332500,3,105,0,1,1,Nazareth,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.4458674474024265
24597,9810,338500,3,105,0,1,1,Nazareth,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.4458674474024265
24598,3920,327500,3,114,0,1,1,Lommel,Maaseik,limbourg,7.0,flandre,0.0,26.0,-2.1031651073314537
24599,3920,331500,3,135,0,1,1,Lommel,Maaseik,limbourg,7.0,flandre,0.0,26.0,-2.1031651073314537
24600,9300,350000,2,104,0,1,0,Aalst,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.7404329520501327
24601,9000,310000,1,64,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24602,9000,336700,1,75,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24603,1000,337000,2,100,0,1,1,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24604,1000,337000,2,100,0,1,1,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24605,2000,304000,2,98,0,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
24606,1180,325000,2,115,0,1,0,Uccle,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24607,1180,325000,2,115,0,1,0,Ukkel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24608,1020,314957,3,122,0,1,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24609,1020,314957,3,122,0,1,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24611,9850,343500,3,117,0,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24612,9000,329000,2,81,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24613,3190,310000,2,105,0,1,0,Boortmeerbeek,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.853939125069828
24614,9850,326000,2,98,0,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24615,9890,305000,3,114,0,1,1,Gavere,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.4232870793686088
24616,9000,310000,2,85,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24617,9000,310000,2,85,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24618,9000,320000,2,90,1,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24619,8000,350000,1,81,1,0,1,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24620,9000,340500,1,84,0,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24621,9850,340000,2,111,0,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24622,9800,318000,2,87,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24623,9800,350000,2,105,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24624,9800,350000,2,120,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24625,9800,350000,2,105,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24626,9800,350000,2,113,1,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24627,8200,309000,3,141,0,0,0,Brugge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.429051382836588
24628,9000,349000,2,88,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24629,1570,310500,2,112,1,1,1,Galmaarden,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.1414062926769977
24630,1570,315000,3,112,1,1,1,Galmaarden,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.1414062926769977
24631,3130,318500,3,110,0,1,0,Begijnendijk,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.9207885932370155
24632,3130,318500,3,110,0,1,0,Begijnendijk,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.9207885932370155
24634,1340,340000,2,66,0,0,0,Ottignies-Louvain-la-Neuve,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6700840357415343
24636,9160,319800,2,128,0,1,1,Lokeren,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.5248239092971634
24637,9450,302950,3,142,0,0,0,Haaltert,Aalst,flandre-orientale,1.0,flandre,0.0,13.0,-2.625452333651838
24638,9100,309000,2,105,0,1,0,Sint-Niklaas,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.6292480821096347
24639,9000,310000,1,64,0,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24640,9000,343000,1,74,0,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24641,9000,322200,3,98,0,1,0,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24642,1500,322167,3,99,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24643,1500,322167,3,99,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24644,1800,328000,2,135,0,1,0,Vilvoorde,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.6333126340745103
24645,9000,335000,2,84,1,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24646,9800,325000,2,97,0,1,1,Deinze,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.3270792081535623
24647,9270,311200,2,97,0,0,0,Laarne,Dendermonde,flandre-orientale,1.0,flandre,0.0,35.0,-2.4019141381018763
24648,1651,318275,3,123,0,1,1,Beersel,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.8513215326091834
24651,9100,329000,2,100,0,1,0,Sint-Niklaas,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.6292480821096347
24652,3140,308500,2,90,0,1,0,Keerbergen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-3.4114510568382297
24653,3140,322500,3,112,0,1,0,Keerbergen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-3.4114510568382297
24654,3140,345000,2,94,0,1,0,Keerbergen,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-3.4114510568382297
24655,1030,305000,2,90,1,1,0,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24656,1030,305000,2,90,1,1,0,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24657,5030,310000,3,140,1,1,1,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
24658,1150,315000,2,90,1,1,0,Woluwe-Saint-Pierre,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24659,1150,315000,2,90,1,1,0,Sint-Pieters-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24660,9000,329000,1,113,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24661,1730,325000,3,130,1,1,1,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
24662,9000,349000,3,110,1,0,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24663,1170,345000,3,95,1,1,1,Watermael-Boitsfort,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.4831441313670943
24664,1170,345000,3,95,1,1,1,Watermaal-Bosvoorde,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.4831441313670943
24665,1150,320000,2,85,1,1,1,Woluwe-Saint-Pierre,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24666,1150,320000,2,85,1,1,1,Sint-Pieters-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24667,1150,340000,3,100,1,1,1,Woluwe-Saint-Pierre,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24668,1150,340000,3,100,1,1,1,Sint-Pieters-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24669,9140,319000,2,127,1,1,1,Temse,Sint-Niklaas,flandre-orientale,1.0,flandre,0.0,38.0,-2.5021517274957525
24670,1160,325000,3,98,1,0,0,Auderghem,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.872864833130828
24671,1160,325000,3,98,1,0,0,Oudergem,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.872864833130828
24672,8370,329000,2,74,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24673,1180,345000,3,100,1,1,1,Uccle,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24674,1180,345000,3,100,1,1,1,Ukkel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24675,3700,340000,3,171,0,0,0,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24676,3700,340000,3,171,0,0,0,Tongeren,Tongres,limbourg,7.0,flandre,0.0,7.0,-1.9530288664650053
24677,3700,340000,3,171,0,0,0,Balen,Turnhout,anvers,2.0,flandre,0.0,22.0,-2.358705427046589
24678,3700,340000,3,171,0,0,0,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24679,3700,340000,3,171,0,0,0,Nieuwpoort,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-1.7837003711693418
24680,1120,310000,2,100,0,0,1,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24681,1120,310000,2,100,0,0,1,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24682,1030,305000,2,80,0,1,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24683,1030,305000,2,80,0,1,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24684,8301,325000,2,70,1,1,1,Knokke-Heist,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.233018894978993
24685,1780,320000,3,130,1,0,1,Wemmel,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.1466088191233967
24686,4845,309000,3,132,0,1,1,Jalhay,Verviers,liege,4.0,wallonie,1.0,5.0,-1.1530603075600052
24687,1030,325000,2,102,1,0,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24688,1030,325000,2,102,1,0,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24689,8430,325000,2,77,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24690,1190,315000,3,93,1,1,1,Forest,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
24691,1190,315000,3,93,1,1,1,Vorst,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.0107609861103684
24692,1200,325000,3,108,1,0,0,Woluwe-Saint-Lambert,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3959406895913102
24693,1200,325000,3,108,1,0,0,Sint-Lambrechts-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3959406895913102
24694,8370,305000,2,104,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24695,1090,310000,2,99,1,1,1,Jette,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.185926733090803
24696,1731,315000,4,160,1,1,1,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
24697,1731,325000,2,140,1,0,1,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
24698,1200,349000,2,100,1,0,1,Woluwe-Saint-Lambert,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3959406895913102
24699,1200,349000,2,100,1,0,1,Sint-Lambrechts-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.3959406895913102
24700,4000,349000,3,125,1,0,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
24701,1702,319450,2,104,1,1,1,Dilbeek,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.8630481610719882
24702,1160,349000,3,120,0,1,0,Auderghem,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.872864833130828
24703,1160,349000,3,120,0,1,0,Oudergem,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.872864833130828
24704,3111,345000,3,140,1,1,1,Rotselaar,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.6162131905760293
24705,8370,317500,2,80,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24706,1000,330000,2,75,1,0,1,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24707,1000,330000,2,75,1,0,1,Brussel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
24708,8370,345000,3,120,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24709,1730,315000,4,215,1,1,1,Asse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.3967826889689516
24710,7333,345000,3,194,1,1,1,Saint-Ghislain,Mons,hainaut,6.0,wallonie,1.0,11.0,-2.033290225626708
24711,3010,315000,1,101,1,1,1,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
24712,5030,310000,3,132,1,0,1,Gembloux,Namur,namur,9.0,wallonie,1.0,1.0,-1.8430707953448884
24713,3000,309000,2,69,1,1,1,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
24714,2100,310000,3,120,1,1,1,Antwerpen,Antwerpen,anvers,2.0,flandre,0.0,17.0,-2.3140252327608355
24715,1070,318500,3,136,1,1,1,Anderlecht,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.7727024185468894
24716,4020,325000,2,115,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
24717,8370,325000,3,96,0,0,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24718,8430,325000,3,90,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24719,8430,325000,3,90,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24720,8300,340000,1,51,1,1,1,Knokke-Heist,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.233018894978993
24721,8430,350000,2,100,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24722,8430,350000,2,100,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24723,1500,324210,2,110,1,1,1,Halle,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.4622502007683056
24724,1348,335000,2,80,1,0,1,Ottignies-Louvain-la-Neuve,Nivelles,brabant-wallon,8.0,wallonie,1.0,4.0,-2.6700840357415343
24725,1030,309000,2,110,1,1,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24726,1030,309000,2,110,1,1,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24727,8430,315000,2,90,1,1,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24728,4052,310000,2,100,1,1,1,Chaudfontaine,Liège,liege,4.0,wallonie,1.0,3.0,-3.1236125239772212
24729,8430,325000,2,77,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24730,1090,335000,4,155,1,1,1,Jette,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.185926733090803
24731,8670,349000,2,60,1,0,1,Koksijde,Veurne,flandre-occidentale,0.0,flandre,0.0,36.0,-2.4518414735714886
24732,4053,323000,2,105,1,1,0,Chaudfontaine,Liège,liege,4.0,wallonie,1.0,3.0,-3.1236125239772212
24733,4000,304000,2,112,1,1,0,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
24734,8434,330000,2,88,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24735,1030,345000,2,131,1,0,1,Schaerbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24736,1030,345000,2,131,1,0,1,Schaarbeek,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.385183363615821
24737,1640,335000,2,100,1,1,1,Rhode-Saint-Genèse,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.1414176826462286
24738,1640,335000,2,100,1,1,1,Sint-Genesius-Rode,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-3.1414176826462286
24739,6790,335000,3,138,1,1,1,Aubange,Arlon,luxembourg,10.0,wallonie,1.0,39.0,-1.8593203296248104
24740,4000,325000,2,95,1,1,1,Liège,Liège,liege,4.0,wallonie,1.0,3.0,-2.830604864273826
24741,8430,325000,2,84,1,0,1,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24742,1702,339000,1,87,1,1,1,Dilbeek,Hal-Vilvorde,brabant-flamand,5.0,flandre,0.0,8.0,-2.8630481610719882
24743,1150,335000,2,95,1,0,1,Woluwe-Saint-Pierre,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24744,1150,335000,2,95,1,0,1,Sint-Pieters-Woluwe,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.5397175821825337
24745,8430,315000,3,270,1,1,0,Middelkerke,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-1.6220992740064766
24746,3545,319000,3,155,1,1,1,Halen,Hasselt,limbourg,7.0,flandre,0.0,20.0,-1.9709459947488883
24747,8370,319000,3,100,1,1,1,Blankenberge,Brugge,flandre-occidentale,0.0,flandre,0.0,28.0,-2.1740595392186783
24748,2830,324000,3,177,1,1,1,Willebroek,Mechelen,anvers,2.0,flandre,0.0,29.0,-2.4273008396280806
24749,9000,330000,2,86,1,1,1,Gent,Gent,flandre-orientale,1.0,flandre,0.0,10.0,-2.6573197395842385
24750,8400,348000,2,85,1,1,0,Oostende,Oostende,flandre-occidentale,0.0,flandre,0.0,37.0,-2.501555833872851
24751,1180,349000,2,80,1,1,1,Uccle,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24752,1180,349000,2,80,1,1,1,Ukkel,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-3.273242626701166
24753,3000,349000,2,111,1,1,1,Leuven,Leuven,brabant-flamand,5.0,flandre,0.0,2.0,-2.8679393659617722
24754,7850,320000,3,150,1,1,0,Enghien,Ath,hainaut,6.0,wallonie,1.0,9.0,-2.097867418531015
24755,7850,320000,3,150,1,1,0,Edingen,Ath,hainaut,6.0,wallonie,1.0,9.0,-2.097867418531015
24756,4681,324700,3,164,1,1,0,Oupeye,Liège,liege,4.0,wallonie,1.0,3.0,-2.3624307517636445
24757,1000,310000,2,110,1,0,1,Bruxelles,Bruxelles-Capitale,bruxelles-capitale,3.0,bruxelles-capitale,2.0,30.0,-2.5814149362447845
